filename,Atelectasis,Cardiomegaly,Consolidation,Edema,Enlarged Cardiomediastinum,Fracture,Lung Lesion,Lung Opacity,No Finding,Pleural Effusion,Pleural Other,Pneumonia,Pneumothorax
cxr00055.jpg,0.09921044,0.91211015,0.013837596,0.4797968,0.02532862,0.0042482424,0.0105136875,0.08913448,0.026243594,0.09883655,0.0071093384,0.07076277,0.0017806668
cxr00056.jpg,0.4360451,0.12551598,0.27157992,0.068800576,0.08564141,0.022234244,0.15151797,0.54145795,0.0061805886,0.7386295,0.050046727,0.22187236,0.30452102
cxr00058.jpg,0.18078223,0.024999235,0.02197346,0.0027213953,0.19545744,0.22003174,0.100674585,0.12746616,0.39705238,0.10073398,0.052286785,0.03512053,0.094256364
cxr00062.jpg,0.84097046,0.09824538,0.042052932,0.007460326,0.077480376,0.047533784,0.033280075,0.30360615,0.0440704,0.6023063,0.008629186,0.06862576,0.23011817
cxr00063.jpg,0.17170613,0.021277394,0.038237367,0.0058082347,0.09226239,0.14185114,0.16783483,0.2401832,0.5302307,0.020861097,0.03580678,0.15334925,0.019990327
cxr00065.jpg,0.08125283,0.13562688,0.18004377,0.11268322,0.05748679,0.031287443,0.13177043,0.3827191,0.1448788,0.054365207,0.04114431,0.52036613,0.019517269
cxr00066.jpg,0.30045727,0.45552966,0.040905368,0.9076775,0.018790238,0.008345792,0.04276773,0.15973873,0.005632126,0.9899171,0.006477916,0.024161218,0.005520027
cxr00068.jpg,0.20018734,0.18143685,0.04490873,0.022684792,0.13095278,0.06325479,0.1275436,0.16041473,0.27450037,0.25335646,0.03908263,0.08645551,0.01918854
cxr00072.jpg,0.07952431,0.012030672,0.027068553,0.009311161,0.040689703,0.17332134,0.21300472,0.2435622,0.5107092,0.011412871,0.036701433,0.15061903,0.009698886
cxr00075.jpg,0.0850057,0.006835204,0.002689406,0.00086834456,0.023305846,0.057837192,0.028665463,0.044985425,0.7948003,0.0057075815,0.0021683883,0.014182896,0.006278846
cxr00076.jpg,0.07096424,0.46759367,0.012995939,0.25792181,0.049810294,0.022259697,0.022862107,0.081733815,0.46265286,0.056919675,0.017782196,0.041539725,0.0075833392
cxr00077.jpg,0.08821411,0.02943712,0.13683048,0.020969385,0.08995295,0.21493837,0.34764948,0.44714266,0.21853727,0.041386694,0.1595401,0.3544539,0.07990797
cxr00078.jpg,0.2753407,0.29857257,0.1248212,0.12885047,0.17521633,0.11298525,0.11266809,0.21470888,0.1863531,0.36537665,0.097480364,0.17315003,0.15511644
cxr00079.jpg,0.14126356,0.025150785,0.020665145,0.0042074933,0.036809828,0.04354187,0.03591275,0.13845761,0.6458392,0.05369191,0.0072938846,0.0935765,0.14144978
cxr00081.jpg,0.47715423,0.05149019,0.03563404,0.0117128305,0.06863419,0.14382581,0.0994284,0.28105488,0.33113202,0.06111792,0.021835012,0.11809169,0.034008298
cxr00082.jpg,0.10161149,0.06499134,0.16409136,0.08724391,0.068028904,0.114427865,0.3682567,0.58253515,0.079907775,0.019733429,0.14360519,0.47943056,0.006621437
cxr00084.jpg,0.3639673,0.06483925,0.06212077,0.027923949,0.08685061,0.092737116,0.103929006,0.27057186,0.110217996,0.7385624,0.04276231,0.079341516,0.13513115
cxr00085.jpg,0.3395119,0.0635427,0.038275532,0.004177116,0.15147005,0.13366203,0.08851901,0.2685543,0.13098858,0.113290064,0.043587428,0.066371515,0.2137272
cxr00087.jpg,0.011241242,0.013030543,0.0071550203,0.0008737014,0.03959831,0.043800138,0.025290856,0.049042184,0.72089845,0.009210323,0.010089111,0.03319837,0.27084032
cxr00088.jpg,0.15086688,0.65898526,0.038436983,0.52437973,0.02195042,0.008442492,0.033647373,0.11427336,0.03176748,0.5991789,0.00884842,0.058248565,0.007604322
cxr00092.jpg,0.073881164,0.015991528,0.041415982,0.0068768864,0.041462243,0.07715237,0.05941824,0.15288542,0.46613684,0.059302863,0.011021749,0.15207271,0.22066128
cxr00093.jpg,0.043647252,0.008935154,0.053744085,0.010686234,0.05011964,0.19497025,0.34927443,0.3481107,0.4884605,0.009551731,0.056072503,0.29796782,0.009898462
cxr00094.jpg,0.01577846,0.010847216,0.002575014,0.00080735324,0.0219408,0.014035707,0.017343374,0.028923273,0.8512645,0.0031456084,0.0013038198,0.018147316,0.0066911965
cxr00095.jpg,0.21628362,0.7378639,0.019984815,0.2376104,0.06241101,0.026512498,0.032975893,0.120467104,0.19701599,0.15012385,0.027233044,0.071143754,0.0045449594
cxr00099.jpg,0.06444875,0.7374472,0.022396514,0.9194098,0.007237175,0.00238035,0.017711975,0.12353635,0.021033818,0.18654554,0.003953112,0.06691132,0.00091069145
cxr00100.jpg,0.4619865,0.2898724,0.05166774,0.024563659,0.12848611,0.12019617,0.07823529,0.19228809,0.1327302,0.7322368,0.0490715,0.06898603,0.11775902
cxr00101.jpg,0.49834242,0.08533384,0.10536068,0.0667204,0.06260686,0.06233133,0.11382938,0.48410454,0.18439384,0.0956241,0.025866723,0.3869344,0.020896018
cxr00102.jpg,0.17903371,0.027045917,0.009722836,0.006414355,0.026878834,0.07283257,0.052151818,0.11027476,0.6776162,0.01374596,0.006190816,0.06418127,0.007063815
cxr00103.jpg,0.06276519,0.6741108,0.03220069,0.75639915,0.011073001,0.0043174047,0.035806827,0.17614548,0.048551228,0.030549157,0.010450376,0.13522272,0.0013048453
cxr00104.jpg,0.11936286,0.76656127,0.06424788,0.49466684,0.055070758,0.020132033,0.05174907,0.25810117,0.10057112,0.08752107,0.032492086,0.19012664,0.01299572
cxr00106.jpg,0.28538993,0.12752683,0.05839373,0.030770509,0.113746144,0.27043334,0.10518179,0.24134374,0.3155279,0.36565715,0.13549452,0.092835374,0.27345732
cxr00111.jpg,0.61304617,0.14089102,0.065069504,0.04628686,0.040027123,0.046543602,0.075499974,0.30234116,0.22431526,0.08840656,0.013471996,0.25130528,0.014008953
cxr00112.jpg,0.0021946826,0.0024692863,0.0005299175,0.00015412144,0.014876795,0.010050973,0.0061905165,0.010649842,0.9467768,8.155952e-05,0.00035340153,0.012191268,0.0005685035
cxr00113.jpg,0.5081458,0.24503301,0.108100675,0.03381206,0.31268957,0.20716684,0.1415784,0.34215364,0.15255964,0.3193724,0.1433297,0.14545281,0.21235307
cxr00114.jpg,0.41386384,0.46497792,0.028457068,0.09676165,0.113816604,0.07255608,0.04426499,0.16285793,0.27432674,0.16070606,0.030923776,0.09124842,0.015862385
cxr00115.jpg,0.29592112,0.68683547,0.09352035,0.39614874,0.08496579,0.034287553,0.05937331,0.24698342,0.18345399,0.12609105,0.058442283,0.24350135,0.021825375
cxr00118.jpg,0.12865217,0.051381692,0.016148023,0.007641989,0.06692133,0.08830719,0.11562084,0.1303364,0.62559444,0.0266548,0.016176246,0.0641148,0.007809502
cxr00122.jpg,0.3597309,0.08089261,0.061609548,0.030093348,0.057893507,0.06852841,0.15892233,0.26334184,0.014761414,0.963229,0.035435554,0.05714573,0.089014284
cxr00123.jpg,0.2919646,0.57839507,0.22865652,0.33517095,0.11241933,0.032032322,0.098786324,0.40601385,0.016032886,0.8480497,0.10373216,0.19732541,0.21204488
cxr00125.jpg,0.50258213,0.6112887,0.083090924,0.12911917,0.10824923,0.020532189,0.04886629,0.18061966,0.015722403,0.9543214,0.021947645,0.045068868,0.107213214
cxr00127.jpg,0.17163934,0.37035248,0.159143,0.92323446,0.017225211,0.004018606,0.0657095,0.2723522,0.0049162246,0.9357576,0.013492391,0.112346455,0.012087612
cxr00131.jpg,0.34792534,0.2473752,0.06860507,0.06416777,0.093209095,0.02974637,0.05275943,0.2323553,0.38693142,0.02103356,0.018910738,0.2748037,0.02700523
cxr00133.jpg,0.03332396,0.008112613,0.022000618,0.0028998563,0.04852373,0.16517101,0.10357444,0.1830167,0.6803799,0.0042805225,0.026989175,0.14192119,0.058694754
cxr00134.jpg,0.13941316,0.29996324,0.006856884,0.0874087,0.018905459,0.012774628,0.0150212515,0.074511945,0.47005704,0.030470785,0.0042077084,0.04419891,0.0014204016
cxr00135.jpg,0.007394361,0.0031317412,0.0031078055,0.00029808749,0.035547987,0.014004345,0.016407365,0.03026499,0.88718194,0.0008948394,0.0012059031,0.034892477,0.007724638
cxr00137.jpg,0.32630712,0.710519,0.12716319,0.618691,0.06804335,0.0083431685,0.069826804,0.347097,0.0041380925,0.8808129,0.024815911,0.119097,0.025800431
cxr00140.jpg,0.07051636,0.005299637,0.23430714,0.0061007855,0.017951628,0.011763937,0.26657918,0.36946714,0.055274725,0.025410954,0.009976933,0.67926115,0.00839073
cxr00142.jpg,0.041804124,0.037051458,0.009247187,0.0027818321,0.07635611,0.04655029,0.032830544,0.07888035,0.72339064,0.00388895,0.008000938,0.06923182,0.016161582
cxr00144.jpg,0.019880882,0.031257797,0.03931149,0.011994144,0.048558827,0.115974255,0.10987518,0.20682865,0.60840243,0.008845657,0.055544168,0.2291483,0.1228905
cxr00148.jpg,0.51499873,0.051888283,0.039106276,0.008276622,0.08512867,0.10129602,0.06075246,0.32356977,0.022065768,0.833088,0.034246538,0.035498295,0.5544657
cxr00152.jpg,0.18745473,0.052366618,0.025371766,0.014339308,0.05765334,0.06585501,0.044592477,0.14544745,0.6510654,0.011250113,0.012379977,0.19916137,0.009475897
cxr00154.jpg,0.40304324,0.7743367,0.04301614,0.12102583,0.09684563,0.036189433,0.03914298,0.21814379,0.05839729,0.3616379,0.04087712,0.112956345,0.027211402
cxr00156.jpg,0.44095695,0.5488848,0.10636695,0.09208107,0.12533988,0.07219583,0.061076287,0.39303356,0.09706829,0.07506923,0.06551504,0.23491748,0.07989759
cxr00157.jpg,0.17580904,0.07249029,0.0786638,0.01850189,0.1478702,0.13874316,0.16927668,0.2686987,0.35204646,0.21285853,0.075476035,0.17423941,0.11718147
cxr00158.jpg,0.15547211,0.17524184,0.01431236,0.032042027,0.04741363,0.03789106,0.04468519,0.11537124,0.5208295,0.022253621,0.016522512,0.062431112,0.00666085
cxr00159.jpg,0.14258127,0.04279737,0.0591208,0.034193583,0.06652535,0.13690323,0.21643306,0.3006632,0.46397415,0.052566674,0.056165744,0.22096166,0.018249063
cxr00161.jpg,0.16373594,0.070406295,0.0052088094,0.007276735,0.02429681,0.03840794,0.016189994,0.07706664,0.7205864,0.0032383187,0.0034278133,0.0412701,0.007008363
cxr00162.jpg,0.083587036,0.20679125,0.011736428,0.04170902,0.040409938,0.040805653,0.046717416,0.116495006,0.60367024,0.010553258,0.016370444,0.08670321,0.0037041882
cxr00164.jpg,0.02102828,0.06670704,0.022583125,0.024395837,0.06849706,0.13184005,0.20296195,0.21438384,0.5220268,0.0044851196,0.073136605,0.118222006,0.0068279663
cxr00170.jpg,0.026487358,0.0054719467,0.002183669,0.0007918835,0.034794662,0.044426776,0.028344657,0.037136443,0.8747486,0.0014335915,0.0031435979,0.01831824,0.0036015816
cxr00172.jpg,0.70997626,0.5686528,0.039133005,0.3742801,0.022696735,0.008370132,0.029973438,0.20754828,0.012944687,0.9029706,0.0030558566,0.054399084,0.0046344646
cxr00174.jpg,0.17734791,0.16057922,0.29022697,0.18999776,0.067266375,0.058477536,0.26574355,0.6206432,0.0069846204,0.7263933,0.16768971,0.28891063,0.28646684
cxr00176.jpg,0.0012634065,0.0009509243,0.00017000931,5.2350075e-05,0.008933985,0.0046088807,0.0044280873,0.0060693566,0.9622116,3.7038662e-05,0.00010298489,0.0041702976,0.00021135468
cxr00178.jpg,0.021018945,0.8981909,0.021855058,0.87495595,0.00609601,0.00142519,0.013533599,0.119813144,0.005048005,0.13273452,0.0068251383,0.07340368,0.0010644393
cxr00183.jpg,0.08614168,0.61352015,0.0172795,0.061464082,0.09103827,0.03212426,0.03198727,0.10827655,0.3687583,0.017206213,0.031646892,0.05501198,0.021767652
cxr00185.jpg,0.16536374,0.374757,0.035000656,0.13661067,0.09362001,0.06881825,0.115345225,0.20535438,0.3774788,0.010050138,0.05297076,0.12599371,0.0028997033
cxr00186.jpg,0.060300652,0.31216735,0.017461652,0.034447916,0.07473685,0.027718615,0.02173225,0.09104405,0.5768818,0.0070372,0.018546881,0.07760318,0.032037992
cxr00187.jpg,0.3446567,0.44790325,0.04973169,0.3699035,0.029609235,0.014682007,0.04292548,0.1614013,0.06555354,0.815531,0.010923549,0.080810875,0.018989617
cxr00189.jpg,0.12802806,0.32068732,0.064291835,0.35287893,0.039534725,0.029117335,0.04655282,0.17974901,0.362122,0.0525317,0.013223052,0.27392983,0.005339722
cxr00191.jpg,0.1267131,0.1763621,0.046007544,0.020716833,0.102612026,0.08134597,0.07945487,0.14990047,0.55179435,0.047641847,0.021563757,0.15022735,0.050615456
cxr00195.jpg,0.18029925,0.039098546,0.5567664,0.10677105,0.035414264,0.028460488,0.4535333,0.55472803,0.029214596,0.44379723,0.065191,0.72886956,0.042980447
cxr00197.jpg,0.6969851,0.3540337,0.055238817,0.043025393,0.18094404,0.062460195,0.04698759,0.29325506,0.086856805,0.7017944,0.017626258,0.092204876,0.09800698
cxr00198.jpg,0.1432443,0.29320592,0.3274996,0.13180402,0.15555874,0.07276603,0.28005236,0.47350505,0.073863216,0.122474276,0.11358199,0.521883,0.08560361
cxr00199.jpg,0.25725737,0.6571945,0.05568961,0.31295,0.088027194,0.03819435,0.052294876,0.26956165,0.20034252,0.0856863,0.03645728,0.21966316,0.009031014
cxr00200.jpg,0.24417458,0.6670763,0.11642366,0.77796876,0.033064667,0.009263277,0.05767321,0.20557483,0.01143668,0.73301846,0.022048322,0.11526707,0.008906137
cxr00201.jpg,0.19152048,0.7394762,0.08039257,0.62613714,0.06349085,0.030490873,0.052839566,0.29520175,0.07620757,0.13696532,0.068281665,0.16020453,0.013199312
cxr00202.jpg,0.27046764,0.40389642,0.022883618,0.039876916,0.08100182,0.08088636,0.04967151,0.12489935,0.41450974,0.04517671,0.025342159,0.065035604,0.014449827
cxr00203.jpg,0.01122376,0.0034975817,0.0067831087,0.0010520883,0.03821331,0.05854098,0.09310919,0.08084097,0.8246509,0.0012639975,0.006030535,0.042850498,0.009225892
cxr00204.jpg,0.059743878,0.041260846,0.04840297,0.01635511,0.14972185,0.14456676,0.18727487,0.3013501,0.38336635,0.02734664,0.11554321,0.15795715,0.076827876
cxr00208.jpg,0.3291807,0.16141447,0.030993352,0.00568169,0.3184198,0.10948183,0.09468211,0.13665,0.46987554,0.076897465,0.054925308,0.06627404,0.063472934
cxr00212.jpg,0.45744765,0.21118253,0.11268843,0.37693995,0.024681253,0.012267369,0.061738454,0.31589842,0.096032254,0.19899309,0.015324576,0.28875077,0.007943561
cxr00213.jpg,0.0014451279,0.00071627024,0.00087130006,2.3009121e-05,0.01600338,0.013377026,0.007596553,0.012938877,0.89561284,0.00032532262,0.0009454546,0.0073033893,0.14139432
cxr00215.jpg,0.01694434,0.004708578,0.0021037092,0.0006947913,0.012434003,0.026802415,0.014974513,0.03886017,0.87180334,0.00082615204,0.0009828869,0.032556403,0.004702392
cxr00216.jpg,0.039855424,0.12457729,0.014157085,0.017528934,0.11768218,0.060484447,0.049219873,0.10825692,0.70166355,0.0072236545,0.027004333,0.08038374,0.011547803
cxr00219.jpg,0.59155124,0.08963315,0.028673766,0.009009008,0.10371128,0.08125405,0.06735645,0.25468963,0.37307185,0.0825774,0.013423573,0.124993265,0.017502915
cxr00221.jpg,0.6756005,0.50187635,0.1052773,0.5006565,0.076594815,0.038308263,0.07158144,0.380944,0.023161,0.9629993,0.027760595,0.116146274,0.071947604
cxr00223.jpg,0.01701433,0.015203629,0.002395388,0.00220895,0.03138669,0.01868926,0.01618672,0.03201001,0.89332426,0.001319095,0.0022022726,0.030929219,0.0027916343
cxr00224.jpg,0.10087028,0.008803957,0.006769071,0.0013198339,0.039633613,0.04808425,0.043931816,0.08997177,0.75971705,0.0044877003,0.003818089,0.042684343,0.008786295
cxr00226.jpg,0.00046747216,0.00029847363,0.0003095976,1.9393363e-05,0.005233077,0.0103005,0.004633429,0.009812907,0.9539362,7.667416e-05,0.00029686312,0.0061634025,0.011950126
cxr00229.jpg,0.0006753957,0.00034485434,0.00026261137,1.980889e-05,0.006506433,0.008706543,0.00494604,0.0074528228,0.96102,3.327116e-05,0.00014346081,0.005245406,0.0032466825
cxr00231.jpg,0.02661221,0.014897621,0.011599274,0.0026629532,0.086154744,0.094007805,0.08042171,0.11040321,0.7681761,0.0020431518,0.019544352,0.05797942,0.022583663
cxr00234.jpg,0.13095678,0.78847516,0.016547875,0.45136625,0.024620015,0.0051068706,0.010334628,0.08709277,0.12356211,0.040476676,0.005976723,0.08257584,0.002178955
cxr00235.jpg,0.0073573515,0.0021309785,0.009665705,0.0002919838,0.030328052,0.045579832,0.033784844,0.08540531,0.5255536,0.0035278276,0.009421508,0.050948508,0.5870245
cxr00238.jpg,0.06687342,0.13020621,0.02592066,0.030557038,0.13621762,0.06456775,0.04779501,0.1294883,0.6506691,0.009783271,0.031500477,0.15019491,0.024503496
cxr00239.jpg,0.07364549,0.23972909,0.011380461,0.0491437,0.05779347,0.06402136,0.06311151,0.07822764,0.59828186,0.020961732,0.017183505,0.036872912,0.003427867
cxr00242.jpg,0.7374153,0.3294648,0.032434475,0.016448285,0.06456547,0.019667484,0.018462287,0.21636693,0.07536089,0.32647142,0.00528083,0.08266644,0.03553387
cxr00244.jpg,0.06479231,0.73548347,0.015517839,0.90385145,0.003184584,0.0011508989,0.013174318,0.086630814,0.0065851226,0.61078924,0.0016240653,0.035501726,0.00068856706
cxr00247.jpg,0.04863086,0.19477616,0.09615527,0.5834995,0.013215662,0.012317528,0.1620357,0.39702928,0.012501757,0.40480942,0.03671463,0.24638821,0.0039203092
cxr00248.jpg,0.04061866,0.2994418,0.08188621,0.7154941,0.013581914,0.0077260826,0.090576164,0.26052144,0.009908846,0.6757754,0.018931782,0.13834465,0.0057415674
cxr00250.jpg,0.16413005,0.071097456,0.028002325,0.013925284,0.042964667,0.052515056,0.04864666,0.13353893,0.6243338,0.02833393,0.012680922,0.1382751,0.03318777
cxr00252.jpg,0.5723342,0.08059858,0.038761117,0.010589836,0.1127583,0.10429825,0.049246777,0.30785558,0.27070338,0.22152166,0.026849426,0.09500961,0.17677239
cxr00253.jpg,0.0849561,0.018590797,0.01775748,0.0043649096,0.07854767,0.15756787,0.09534618,0.14617229,0.65247214,0.02513358,0.029555036,0.073118225,0.046279363
cxr00254.jpg,0.055281408,0.019348,0.10773107,0.01515989,0.049442142,0.046002418,0.12948759,0.3351067,0.27071664,0.014741219,0.021865413,0.55827844,0.019368611
cxr00255.jpg,0.68662965,0.23402238,0.068549596,0.054946106,0.060491145,0.03262604,0.07436926,0.3247232,0.016756853,0.9608989,0.01369036,0.071442746,0.08539873
cxr00256.jpg,0.0125181675,0.0034014336,0.0011655833,0.0001399488,0.01651908,0.017254157,0.0061421953,0.014079908,0.8805088,0.000776569,0.00081181567,0.009225329,0.043262023
cxr00259.jpg,0.33025986,0.3892413,0.081045516,0.2169557,0.13495828,0.09164974,0.1355075,0.3093875,0.09099384,0.64535636,0.100119494,0.105786465,0.029314587
cxr00261.jpg,0.004370504,0.008276837,0.0022572747,0.00043971319,0.031182414,0.022272242,0.02077518,0.02060087,0.8991218,0.0016034273,0.0027858762,0.015916292,0.012237228
cxr00263.jpg,0.13584861,0.13027716,0.074225895,0.07595084,0.10255832,0.087091446,0.14197354,0.36982334,0.26032466,0.008019004,0.07516978,0.26147527,0.017088907
cxr00264.jpg,0.0782296,0.06577165,0.29464215,0.21159251,0.028334804,0.04602854,0.27359736,0.6418662,0.044827644,0.051407907,0.08564002,0.69956064,0.01457953
cxr00265.jpg,0.0524327,0.067278534,0.0039855316,0.0063614333,0.023921732,0.02301382,0.017772082,0.04124604,0.8067311,0.005873905,0.002876218,0.025197728,0.0050568567
cxr00266.jpg,0.14621927,0.7123049,0.09180911,0.20539436,0.24150799,0.09116934,0.10884852,0.28589186,0.18321528,0.036353562,0.14192776,0.24128714,0.023203185
cxr00268.jpg,0.04970777,0.0052812737,0.15808827,0.007750529,0.032647908,0.14883398,0.38624564,0.50356823,0.18585946,0.015894476,0.070691645,0.4514131,0.076718345
cxr00270.jpg,0.10599757,0.032645933,0.05046277,0.006841053,0.05508714,0.04281197,0.08464143,0.2677701,0.015746797,0.6920761,0.048095953,0.07518784,0.6890758
cxr00271.jpg,0.7481941,0.09805412,0.025787283,0.006733234,0.09575597,0.09246616,0.03965937,0.23122288,0.106228426,0.78543,0.015243417,0.043273583,0.22861722
cxr00273.jpg,0.11794556,0.087687165,0.041885834,0.040150948,0.060749058,0.1744459,0.16296846,0.20902017,0.49493763,0.05821827,0.058139544,0.12536544,0.03844565
cxr00274.jpg,0.05270363,0.02429374,0.06977757,0.004290807,0.060095135,0.027331915,0.0602088,0.2977016,0.037081964,0.13729802,0.042349737,0.12113038,0.8237142
cxr00278.jpg,0.003819794,0.0018588719,0.00080817606,9.935556e-05,0.020033643,0.020792624,0.012863275,0.013223419,0.929485,0.00031138316,0.000987591,0.0059252246,0.00842994
cxr00279.jpg,0.072254024,0.18122038,0.012938571,0.039718386,0.047735278,0.059388854,0.09171098,0.12784688,0.56274456,0.008132143,0.021214267,0.063103326,0.0022395593
cxr00280.jpg,0.611677,0.17532675,0.15495016,0.072325215,0.13649586,0.08486787,0.15167998,0.47723383,0.06755288,0.68760353,0.06949298,0.21740976,0.18227704
cxr00283.jpg,0.67187166,0.26950657,0.04464919,0.028192434,0.1344173,0.052128445,0.04961494,0.34622312,0.09902422,0.22191526,0.024036432,0.09988427,0.09409676
cxr00285.jpg,0.038540173,0.7252663,0.008383446,0.96376693,0.0034090022,0.0006517324,0.007951513,0.0792021,0.0051213494,0.28420535,0.0015631104,0.022507427,0.00030104254
cxr00292.jpg,0.22427781,0.11115925,0.053250432,0.15348016,0.023550969,0.037130646,0.075253114,0.32126513,0.02800843,0.64710337,0.031726263,0.12087979,0.06651038
cxr00293.jpg,0.6041307,0.18113102,0.035443515,0.021348326,0.08392953,0.053951968,0.049703144,0.20978808,0.053213302,0.9234531,0.012589992,0.04277599,0.051737152
cxr00294.jpg,0.025772978,0.020716025,0.09509465,0.030579744,0.05313735,0.089523084,0.2936635,0.41725686,0.21639876,0.035077572,0.096002705,0.3210566,0.06740729
cxr00295.jpg,0.051093224,0.010731603,0.009389942,0.0034083216,0.04144524,0.073183894,0.07368936,0.1066661,0.7971671,0.0020422973,0.007048314,0.0749993,0.0055760667
cxr00299.jpg,0.28057107,0.023853414,0.03364121,0.0017922422,0.060417525,0.029871318,0.036054432,0.17059581,0.027764224,0.58624864,0.016569005,0.034547172,0.8552834
cxr00300.jpg,0.046646316,0.013908034,0.011350734,0.0005756162,0.043876782,0.040973067,0.019049006,0.09250893,0.1532247,0.09794255,0.014686911,0.024417274,0.83381546
cxr00302.jpg,0.1614968,0.02826196,0.01296144,0.003018103,0.048053052,0.055194538,0.050542776,0.107468486,0.69197947,0.019868588,0.007669412,0.05223146,0.018898377
